Gene	log2FoldChange	pvalue	padj_BH	padj_BO
ENSG00000164619.10_4	-1.55920463187418	8.53275489637398e-12	1.09364319506825e-07	1.7870148579476e-07
ENSG00000186480.13_4	-1.02914335876504	9.66456547647619e-10	6.19353678559977e-06	2.02404994773841e-05
ENSG00000108641.15_6	-0.908427222357365	9.78831625859096e-09	4.18189498287868e-05	0.00020499670740367
ENSG00000111052.7_3	-0.867774166524525	1.27777816160151e-07	0.000327545653944932	0.00267605080384205
ENSG00000158089.15_3	1.09193115854882	1.12104379026021e-07	0.000327545653944932	0.00234780200994195
ENSG00000178951.9_4	0.639315696489872	2.2423929795075e-07	0.000479012513639127	0.00469624361698256
ENSG00000105991.8_3	-1.18767884983527	2.95408220239934e-07	0.000540892451259318	0.00618673435648493
ENSG00000111907.21_7	-1.01834568477548	4.51408770972002e-07	0.000723213277193519	0.00945385389046665
ENSG00000118946.12_3	-2.21307479434651	9.69266530688053e-07	0.00138034323598097	0.0202993489521999
ENSG00000059145.18_4	0.635059040656925	1.28641984501048e-06	0.00164880431534993	0.0269414908140544
ENSG00000140398.13_3	0.851202590343188	1.64136028915607e-06	0.00168946573257231	0.0343750085357955
ENSG00000150893.11_3	-0.870353488477827	1.71358777587891e-06	0.00168946573257231	0.035887668790232
ENSG00000173621.9_4	0.93497131727714	1.61184586357603e-06	0.00168946573257231	0.0337568879208729
ENSG00000164930.12_4	-0.802984786082059	1.85225252034535e-06	0.00169573718237617	0.0387917245335927
ENSG00000136158.12_4	-1.55363088362149	2.32063499314542e-06	0.00185897366919655	0.0486010586614445
ENSG00000165973.18_5	2.09187132738974	2.17958875578243e-06	0.00185897366919655	0.0456471273123514
ENSG00000198919.13_5	-0.570627173189598	3.60297601109918e-06	0.00271643197260343	0.0754571266004502
ENSG00000072571.20_5	-0.664085981038568	4.3987732550683e-06	0.00288182370293776	0.0921235082808955
ENSG00000137834.15_4	0.787805908829263	4.29373882985322e-06	0.00288182370293776	0.089923772313616
ENSG00000172318.5_2	2.29397134656512	4.49687712091403e-06	0.00288182370293776	0.0941780975433025
ENSG00000169432.15_4	2.11586453672435	5.07577953247089e-06	0.00309791744131807	0.106302050748538
ENSG00000147475.15_4	-0.602320229875424	5.5161716351085e-06	0.00321367144759934	0.115525182554077
ENSG00000155097.12_3	-0.507145537103665	8.96197978274634e-06	0.00499416064675912	0.187690742590056
ENSG00000118777.12_6	-1.06076405160286	1.03520686408614e-05	0.00552843599041338	0.216803373545561
ENSG00000178538.10_3	-0.942185598132909	1.52445129907371e-05	0.00781555692009109	0.319265835565007
ENSG00000119946.11_3	0.910959128200294	2.01726482483173e-05	0.00994433971533395	0.422475772264509
ENSG00000140332.15_3	0.777500955083269	2.1866562533809e-05	0.0103801382220678	0.457951419145562
ENSG00000133083.14_3	-1.02971816436097	3.26809771759917e-05	0.0149597173023102	0.684437704996794
ENSG00000144824.20_6	-1.00800508903946	4.14821769427937e-05	0.0183336917888202	0.868761231712928
ENSG00000183726.11_3	-0.560291233367469	4.39173608782989e-05	0.0187629604792386	0.919761288874213
ENSG00000043143.20_3	1.13003796887373	5.64101422059295e-05	0.0233228642791419	1
ENSG00000253414.2_6	-1.86061329346932	6.03342490591976e-05	0.0241657521934917	1
ENSG00000262712.1_6	1.1245038589167	6.55325177877176e-05	0.0254524327419751	1
ENSG00000071242.12_4	-0.649291494577397	7.36760300714181e-05	0.0277736963948637	1
ENSG00000102265.12_3	-0.999637255108098	7.86507728554815e-05	0.0279201169763526	1
ENSG00000133111.3_2	-0.619629179122983	8.26647302285564e-05	0.0279201169763526	1
ENSG00000149970.16_6	2.34077736218504	8.27779078646639e-05	0.0279201169763526	1
ENSG00000179163.11_2	-0.68554496284761	8.01149370929913e-05	0.0279201169763526	1
ENSG00000155966.13_4	1.67113178738564	8.90488979274518e-05	0.0292651211470808	1
ENSG00000135454.14_3	0.755331849957153	0.0001143903920453	0.0349081346391574	1
ENSG00000171208.9_3	0.512377219329952	0.000112869513650178	0.0349081346391574	1
ENSG00000198937.9_3	-0.715292634031236	0.000110102910233015	0.0349081346391574	1
ENSG00000081985.11_5	1.29039827098754	0.00011863087869851	0.0353602784250884	1
ENSG00000160360.13_4	0.64333419501685	0.000127216004206052	0.0370574437706585	1
ENSG00000182324.6_3	1.30222571922742	0.000130156043620863	0.0370713335797466	1
ENSG00000130775.16_3	-0.958454957137392	0.000136017923685895	0.0370923771889811	1
ENSG00000147471.12_7	-0.636702462830629	0.000133897389368928	0.0370923771889811	1
ENSG00000058668.14_4	-1.07829700459655	0.000143986060624236	0.038334712764808	1
ENSG00000184500.15_4	-0.768647489298464	0.000146555428374471	0.038334712764808	1
ENSG00000130517.14_4	-0.855693325549542	0.000151808705974158	0.0389146436894158	1
ENSG00000069702.11_4	-0.752164874723714	0.000184454487875241	0.0446066636056031	1
ENSG00000120451.10_3	-10.3449890446416	0.000184264912810122	0.0446066636056031	1
ENSG00000173930.9_3	-1.22488852647645	0.000181181962726745	0.0446066636056031	1
ENSG00000140416.21_6	-0.71611898955976	0.000196980062262017	0.0450838117502192	1
ENSG00000178700.7_6	-0.700568412281546	0.000195786624105678	0.0450838117502192	1
ENSG00000188157.15_5	-0.781325391345381	0.000190345514191706	0.0450838117502192	1
ENSG00000146386.8_3	-0.680873610231751	0.000200591111446445	0.0451048469370016	1
ENSG00000169129.15_5	-1.16492917835371	0.000204467582611212	0.0451838104539293	1
ENSG00000181418.8_3	2.74265461585877	0.000212402818075604	0.046141812191102	1
ENSG00000156535.15_7	0.953346303275974	0.000229403274682359	0.0490043628600633	1
ENSG00000021645.18_4	-1.15636014790836	0.000269005389932975	0.0499687258372601	1
ENSG00000101871.14_3	-0.746011335351436	0.000267339710687163	0.0499687258372601	1
ENSG00000104723.20_3	-0.535043359155905	0.00024154930832763	0.0499687258372601	1
ENSG00000122483.17_5	-0.644938009394322	0.000247066510634749	0.0499687258372601	1
ENSG00000126016.15_3	-0.882716142331726	0.000261987217714592	0.0499687258372601	1
ENSG00000128487.16_4	-0.714582529167061	0.000249117881457958	0.0499687258372601	1
ENSG00000129353.15_5	-0.632101723744571	0.000261238740806609	0.0499687258372601	1
ENSG00000231607.11_6	-0.687799983216272	0.000258589774077972	0.0499687258372601	1
ENSG00000262655.4_4	0.818681263789863	0.000266878524300813	0.0499687258372601	1
ENSG00000250899.3_5	0.708469430329613	0.000280235709270162	0.0513111583673666	1
ENSG00000071655.18_5	0.57116677982764	0.000286329685266891	0.0516885574093766	1
ENSG00000162687.17_4	-2.20069418082427	0.000292591817895028	0.0520854073605634	1
ENSG00000147526.20_5	-0.520190402801647	0.000300364281776758	0.0527365616374344	1
ENSG00000129691.15_3	-0.536078524374158	0.000322237968027317	0.0543437373185017	1
ENSG00000177374.13_6	0.836395094034517	0.000319701990909957	0.0543437373185017	1
ENSG00000196155.13_4	0.733031400669273	0.00031842029006138	0.0543437373185017	1
ENSG00000116016.14_3	-0.850956198124621	0.000327487326140907	0.0545117540149092	1
ENSG00000095794.19_6	-0.633131110544894	0.000346827277849178	0.056269433166999	1
ENSG00000272512.1_5	1.08965655333207	0.000345571076006168	0.056269433166999	1
ENSG00000112773.16_7	-0.681217351759547	0.000352629528707663	0.0564956583680765	1
ENSG00000163694.15_4	-0.910652795873713	0.000357577735482075	0.0565811584651081	1
ENSG00000219481.10_3	-0.708788456084771	0.000362295089234172	0.0566284897404193	1
ENSG00000104765.16_4	-0.669159369967668	0.000368159590946481	0.0568518250260367	1
ENSG00000235823.2_4	-1.12936249412626	0.000382772220870039	0.0584046613677535	1
ENSG00000183250.11_4	-0.697074519289761	0.000388905911932042	0.0586424361556821	1
ENSG00000260007.3_6	1.13600821801115	0.000393706843156362	0.0586760535899429	1
ENSG00000101928.13_3	-0.673146792977632	0.000399903408081013	0.0589145055330385	1
ENSG00000079277.20_6	-0.539494611023295	0.000417715499468842	0.0605045250493512	1
ENSG00000126107.15_3	-0.578882496395118	0.000420137530575974	0.0605045250493512	1
ENSG00000258727.1_5	0.955951907561495	0.000444577554255239	0.0633127834765488	1
ENSG00000065675.14_2	-0.729367848649172	0.000481370818186561	0.066980952920156	1
ENSG00000088280.19_4	-0.878427747932446	0.000492663475714487	0.066980952920156	1
ENSG00000112964.14_4	-1.03128863966831	0.000489743383041283	0.066980952920156	1
ENSG00000150471.16_4	-1.08970078289346	0.000486429220310406	0.066980952920156	1
ENSG00000169738.7_3	1.11671229925546	0.000496464892518906	0.066980952920156	1
ENSG00000164741.15_7	-0.494182686322919	0.00051166262261955	0.0683122899386956	1
ENSG00000116396.14_4	0.759784734756116	0.000533127934705218	0.0704443375166678	1
ENSG00000102755.12_3	-1.60736534755921	0.000543746833175801	0.0711143179674922	1
ENSG00000156869.13_4	-0.849044884530196	0.000566785509710689	0.072644898779619	1
ENSG00000183011.13_4	-0.757990099956375	0.000565488220130789	0.072644898779619	1
ENSG00000166402.8_4	0.562583977643898	0.000572463056442379	0.0726461286576433	1
ENSG00000180440.4_3	-1.02702699119252	0.000596231943576521	0.074920635498238	1
ENSG00000108679.13_4	0.996071276430597	0.000612332130349511	0.0761967079096086	1
ENSG00000111249.14_3	-1.51043145845806	0.000630047134280687	0.0769077535245292	1
ENSG00000154548.9_3	-0.603397369799086	0.000624248335031408	0.0769077535245292	1
ENSG00000197977.4_3	-0.877575759055779	0.000636393089075758	0.0769495304026792	1
ENSG00000053371.12_6	-0.458335872888513	0.000649092310331603	0.0770316309400014	1
ENSG00000182463.16_5	-0.7179878349809	0.000647206294621258	0.0770316309400014	1
ENSG00000153774.9_4	-0.515365484693766	0.000670453426633733	0.0774162303528338	1
ENSG00000187605.15_2	0.554969781091979	0.000665363782835978	0.0774162303528338	1
ENSG00000278600.1_6	0.993894594781816	0.000668745608191379	0.0774162303528338	1
ENSG00000146842.17_3	-0.470643653040806	0.000681365531827193	0.0779737680484743	1
ENSG00000056736.10_4	0.571313856989213	0.000696903594391608	0.079046136011657	1
ENSG00000115271.11_5	-0.681684128815694	0.000712729629983324	0.080014134684592	1
ENSG00000156521.14_3	0.61363017722147	0.00071792349915956	0.080014134684592	1
ENSG00000133872.13_6	-0.475507241396719	0.000739323070724182	0.0803598943042078	1
ENSG00000134755.16_6	-0.753268428552652	0.000741753473357087	0.0803598943042078	1
ENSG00000140090.17_4	0.907961765505287	0.00073379506697559	0.0803598943042078	1
ENSG00000188243.12_2	-0.736549829466358	0.000746104971693901	0.0803598943042078	1
ENSG00000116670.15_4	-0.619486641390043	0.00079079210360574	0.0844631865992898	1
ENSG00000233922.2_4	-3.36908257944092	0.000840026613485672	0.0889803397111227	1
ENSG00000107815.10_6	0.403575265305677	0.000861623704377017	0.0905199263852478	1
ENSG00000167720.13_4	-0.549523896205672	0.000871073488795663	0.0907686902918212	1
ENSG00000179241.13_4	0.43048846026869	0.000904259131439753	0.0930196433623317	1
ENSG00000197774.12_4	0.60898839287277	0.00090719009286818	0.0930196433623317	1
ENSG00000172366.20_6	0.729803505243113	0.000930120703727432	0.0946139449180515	1
ENSG00000087086.15_4	0.559627301956712	0.000958898701601885	0.0967732650270185	1
ENSG00000116678.19_4	1.02018426602202	0.000995510474504077	0.0995346680371289	1
ENSG00000156735.11_3	-0.488039119464757	0.00101732398477521	0.0995346680371289	1
ENSG00000162493.16_4	-0.556590292418446	0.00101043819848443	0.0995346680371289	1
ENSG00000162669.16_3	-1.39028662630255	0.00100524682526661	0.0995346680371289	1
ENSG00000124788.18_5	-0.449179406347905	0.0010464186905735	0.101605669371822	1
ENSG00000153904.20_5	-0.422147482639971	0.0010760573115228	0.103697944073592	1
ENSG00000166439.6_4	0.410295691662437	0.00108572112871377	0.103848415721824	1
ENSG00000131019.11_3	-0.591406634669021	0.00111021754988183	0.105404876569151	1
ENSG00000112378.12_3	-0.475848387389798	0.00118526678577994	0.107286898641421	1
ENSG00000125285.5_3	-1.71737886988153	0.00118571020752069	0.107286898641421	1
ENSG00000136854.21_6	-0.535688475861476	0.00116304576418556	0.107286898641421	1
ENSG00000152270.9_3	0.472765754951115	0.00118760013554086	0.107286898641421	1
ENSG00000167508.12_4	-0.778621324066472	0.00118863537544525	0.107286898641421	1
ENSG00000171004.18_4	0.442580498911045	0.00116319389469756	0.107286898641421	1
ENSG00000182134.16_4	-0.589263292610237	0.00117025383162691	0.107286898641421	1
ENSG00000204178.11_4	-0.583480330578589	0.00120359004548099	0.107877018272236	1
ENSG00000165757.9_6	-0.479570662850934	0.00121817117238285	0.108425693864104	1
ENSG00000163536.12_2	-0.733317359093153	0.00125381217880087	0.110828349625453	1
ENSG00000079459.13_4	-0.551743205748951	0.00126809492350701	0.110897625795699	1
ENSG00000093144.19_6	-0.395748478310056	0.0012719006781593	0.110897625795699	1
ENSG00000142676.14_5	-0.497008016912229	0.00130751031611877	0.113232160281718	1
ENSG00000146858.8_3	-0.709423827127778	0.00132829584812359	0.114260187150336	1
ENSG00000121900.19_3	-1.01496710059338	0.00134452797288382	0.114885433523013	1
ENSG00000130363.11_2	-0.443368842464404	0.00138466446055484	0.117531419807493	1
ENSG00000083444.17_3	-0.616907188624816	0.00140499406788951	0.118472427421973	1
ENSG00000189366.9_2	-1.14597927209442	0.00145991627204593	0.122298999077207	1
ENSG00000158050.5_3	1.30678851635561	0.00150997041782377	0.125670719774333	1
ENSG00000170745.12_4	1.52323264263155	0.00156537316927503	0.128703558172439	1
ENSG00000261659.2_5	0.649468674492495	0.00156649411522981	0.128703558172439	1
ENSG00000079691.18_6	-0.537645945426513	0.00158775952432727	0.129619833269443	1
ENSG00000167470.12_4	0.889484055045816	0.00164292609617808	0.133274580852623	1
ENSG00000170542.6_3	-1.29247665806476	0.00169489244842578	0.136625386864611	1
ENSG00000144895.12_5	-0.369983102846042	0.00173957288649557	0.139350660538835	1
ENSG00000011009.11_3	-0.550130004232436	0.00176936876650391	0.140814170415265	1
ENSG00000183044.12_4	-0.798064177567501	0.00177981552682163	0.140814170415265	1
ENSG00000112137.17_3	1.43827834706222	0.00181094996343601	0.14239843976294	1
ENSG00000117724.13_3	0.416693267923177	0.0018414469124801	0.142729805018471	1
ENSG00000162688.17_4	-0.383322954275548	0.00183029195036637	0.142729805018471	1
ENSG00000198142.5_4	0.855289442465611	0.00184857202411377	0.142729805018471	1
ENSG00000101311.15_2	1.28995457793437	0.00189337163994617	0.144448478030893	1
ENSG00000156381.9_4	0.517284208572563	0.0018831411881707	0.144448478030893	1
ENSG00000149289.11_4	0.563149653028457	0.00191552687457146	0.145274011546642	1
ENSG00000066933.16_5	0.485494829312322	0.0019505422757173	0.147059413810992	1
ENSG00000275023.4_4	0.385984937072473	0.00196288426295195	0.147124488878685	1
ENSG00000230916.2_5	-1.71089400949045	0.00197483572802448	0.147159706547034	1
ENSG00000127980.16_4	-0.426261031385181	0.00198766821403295	0.147259789013065	1
ENSG00000136379.12_6	0.522661150539837	0.00200465565404881	0.147664778838756	1
ENSG00000204054.13_6	0.765840563076875	0.00202045191173231	0.147977898015274	1
ENSG00000054611.14_3	0.635654984199084	0.0020542850755465	0.149600976211815	1
ENSG00000203760.8_2	-0.413363588343161	0.00208694287490268	0.151120603545919	1
ENSG00000091622.16_4	-0.899443798956813	0.0021142198954495	0.152235710112226	1
ENSG00000283341.1_5	0.785251096826115	0.00213884450605037	0.1531484359444	1
ENSG00000055483.19_5	0.432277268357221	0.00216454365064746	0.153307717222047	1
ENSG00000247746.4_3	-0.760284315701422	0.00216499155942814	0.153307717222047	1
ENSG00000203778.8_3	-0.612740428452828	0.00220249628129524	0.155106565040446	1
ENSG00000138448.12_4	-0.76823550219091	0.00221678950721288	0.155260060731953	1
ENSG00000156675.15_3	-0.493639221840649	0.00225970075519458	0.156682184543955	1
ENSG00000158406.4_3	1.68317325528238	0.00227370390406276	0.156682184543955	1
ENSG00000168078.10_3	-0.641118057961823	0.00227376814583565	0.156682184543955	1
ENSG00000116852.14_3	-0.692310818265692	0.0023525554501635	0.161029564471047	1
ENSG00000116991.10_2	-0.692363172332202	0.00236353068223074	0.161029564471047	1
ENSG00000144802.11_4	-0.644406604617294	0.00237454846571178	0.161029564471047	1
ENSG00000102034.16_2	0.678691241170382	0.00239018773234385	0.161237032449743	1
ENSG00000048740.18_5	0.832528814868591	0.00240545446341325	0.161417329097213	1
ENSG00000101745.17_4	0.451142996349175	0.00242037127560847	0.161572388747259	1
ENSG00000188729.6_2	2.1032445015027	0.00245774366585729	0.163217101374574	1
ENSG00000154917.11_3	-0.534404011668229	0.00247314412839092	0.163287292955798	1
ENSG00000167861.16_3	-0.991375367938763	0.00249702031827545	0.163287292955798	1
ENSG00000169213.7_3	-0.912966015370374	0.00249473571567285	0.163287292955798	1
ENSG00000108961.14_3	-0.681167484057581	0.00254332235450785	0.164635164735996	1
