Gene	log2FoldChange	pvalue	padj_BH	padj_BO
ENSG00000132196.14_4	-0.490142838878944	0.00253645400134346	0.164635164735996	1
ENSG00000102445.18_6	-1.22854573714993	0.00258879462412087	0.165095024715026	1
ENSG00000129951.18_5	1.22858920508861	0.00260122353313705	0.165095024715026	1
ENSG00000143756.12_3	0.345714990742799	0.00260195014374933	0.165095024715026	1
ENSG00000183722.9_6	-0.471590809551698	0.00256920561408645	0.165095024715026	1
ENSG00000117305.15_4	-0.659723688018722	0.00267386838987277	0.167570212132941	1
ENSG00000135549.10	-0.776305562874011	0.00266619923238939	0.167570212132941	1
ENSG00000156787.17_5	-0.424950586572527	0.00268018206189068	0.167570212132941	1
ENSG00000180596.7_2	1.97984154407815	0.00270841741851416	0.168513524529592	1
ENSG00000125484.12_3	0.470600056871573	0.00279353455144824	0.171643955708564	1
ENSG00000154813.10_3	-0.389284340988881	0.00277612278716305	0.171643955708564	1
ENSG00000196793.13_2	0.493061390541525	0.00279890666638761	0.171643955708564	1
ENSG00000065989.16_4	0.699508200690406	0.00281818995702936	0.172003527044025	1
ENSG00000087448.11_4	0.49741529117243	0.00290779432308776	0.175798112448188	1
ENSG00000184838.15_4	1.17205561638724	0.00290098391618804	0.175798112448188	1
ENSG00000085563.14_4	-0.895107700063477	0.00303035327326642	0.182347595790872	1
ENSG00000141905.19_6	0.47630646337129	0.00308792515507962	0.184083426570491	1
ENSG00000177459.11_4	-1.23206335337499	0.00307549306071927	0.184083426570491	1
ENSG00000183475.12_2	0.445510113532758	0.00311129812739057	0.184618093049838	1
ENSG00000168143.9_3	-1.19044015579236	0.00315281615036773	0.185525926217074	1
ENSG00000270022.3_5	3.67643077815741	0.00315554746940174	0.185525926217074	1
ENSG00000279968.2_5	-0.734782770588759	0.00319544613217988	0.187013849662783	1
ENSG00000147231.14_4	-0.636808360757192	0.00322538355181643	0.18790791356196	1
ENSG00000115896.16_3	-1.08865067452579	0.00330419040171236	0.189230648591555	1
ENSG00000140391.14_3	0.370805420616523	0.00333946598240803	0.189230648591555	1
ENSG00000144891.17_3	-1.12558218600561	0.00333112465992867	0.189230648591555	1
ENSG00000154310.17_5	-0.474309166171052	0.00326427557296008	0.189230648591555	1
ENSG00000156232.7_3	0.505236863080297	0.00335143615746921	0.189230648591555	1
ENSG00000165490.13_5	0.376239789423496	0.00331417221601729	0.189230648591555	1
ENSG00000166526.17_6	0.425012067927298	0.00328536801436504	0.189230648591555	1
ENSG00000119630.14_4	-0.985598903843852	0.0033828395290015	0.189335608048962	1
ENSG00000280916.2_3	-1.31522847999421	0.00337968128234842	0.189335608048962	1
ENSG00000058799.15_3	-0.559737075483449	0.00346598031737663	0.192894826484387	1
ENSG00000138674.17_5	0.840014319258665	0.00349218420258769	0.192894826484387	1
ENSG00000167962.14_4	0.558491762750237	0.00350663139352907	0.192894826484387	1
ENSG00000177685.17_6	1.04153674262713	0.00348907829206157	0.192894826484387	1
ENSG00000108604.15_5	0.368110106676236	0.00356613527491995	0.19528292986829	1
ENSG00000174446.13_6	0.582269843667486	0.00359098224268144	0.19528292986829	1
ENSG00000186867.10_3	0.658028307927989	0.00359575340944967	0.19528292986829	1
ENSG00000104427.12_3	-0.658271755424952	0.00363294052928191	0.195644532621035	1
ENSG00000146476.11_3	-0.434189059943168	0.00363273393908574	0.195644532621035	1
ENSG00000251562.8_3	0.594098600122618	0.00367303265234127	0.196975981192711	1
ENSG00000113580.15_5	0.402890212378252	0.00375924901569563	0.200759560975712	1
ENSG00000076248.10_3	0.472848684781242	0.00395713265683732	0.201499634074186	1
ENSG00000078674.17_4	-0.556603269285411	0.00397191772194493	0.201499634074186	1
ENSG00000103194.15_4	-0.409189667863562	0.00408639475049962	0.201499634074186	1
ENSG00000104763.19_6	-0.572107615396148	0.00389309767163959	0.201499634074186	1
ENSG00000114541.15_4	-0.763192693652513	0.00393242761194039	0.201499634074186	1
ENSG00000121871.4_4	-2.52661684007738	0.00408158675431855	0.201499634074186	1
ENSG00000124126.14_5	-0.663276445001243	0.0038880484118812	0.201499634074186	1
ENSG00000132170.21_5	-0.57599505540222	0.00406529565097861	0.201499634074186	1
ENSG00000132429.10_3	-0.756382994409507	0.00407537481904159	0.201499634074186	1
ENSG00000143870.12_3	-0.474493082168977	0.00401560751416115	0.201499634074186	1
ENSG00000151150.22_5	-0.453544158288849	0.00398294822795269	0.201499634074186	1
ENSG00000166450.13_4	-0.893268360156187	0.00390376958620414	0.201499634074186	1
ENSG00000169018.6_3	0.37220968379823	0.00379654229042991	0.201499634074186	1
ENSG00000185551.15_4	0.433146598017335	0.0038197981682702	0.201499634074186	1
ENSG00000196743.8_3	-0.374019406558941	0.00397567623274989	0.201499634074186	1
ENSG00000197587.10_3	-0.812046590297394	0.00402064180288352	0.201499634074186	1
ENSG00000204860.4_4	1.1288243628391	0.00408753256294673	0.201499634074186	1
ENSG00000213380.15_5	0.619244992534753	0.00404903330595051	0.201499634074186	1
ENSG00000269821.1_4	0.431841262504971	0.004081979533703	0.201499634074186	1
ENSG00000270641.1_2	-0.493768980225669	0.0039119572735636	0.201499634074186	1
ENSG00000187840.5_3	-0.589505294414332	0.00422967327556223	0.2077077485551	1
ENSG00000007237.18_4	-0.710803421188962	0.0044105519982377	0.208027250248567	1
ENSG00000064393.16_4	-0.474785442519719	0.00439527074846937	0.208027250248567	1
ENSG00000073605.18_4	0.712121915643345	0.00431751464340188	0.208027250248567	1
ENSG00000103044.11_3	1.08540572214069	0.00430401829832579	0.208027250248567	1
ENSG00000114115.9_3	-0.794559219490559	0.00428687738782201	0.208027250248567	1
ENSG00000130940.15_3	-0.70593852834397	0.00429888912695681	0.208027250248567	1
ENSG00000140943.17_4	-0.480126713619437	0.0044147157733955	0.208027250248567	1
ENSG00000164062.13_4	-0.512331301269748	0.00429461143535274	0.208027250248567	1
ENSG00000229404.5_5	-0.901597867377203	0.00437278346445287	0.208027250248567	1
ENSG00000261556.9_5	0.678055489573708	0.00436873374049565	0.208027250248567	1
ENSG00000272977.1_6	0.691306240012308	0.00435834855347783	0.208027250248567	1
ENSG00000038002.9_3	-0.568947248395937	0.00443952280101043	0.208429903811541	1
ENSG00000091844.8_3	-0.533062119180551	0.00455919979852689	0.213267386196055	1
ENSG00000029639.11_3	-0.408415437700549	0.00461448607163033	0.213457809762886	1
ENSG00000129007.14_3	0.995318166845615	0.00462988773613813	0.213457809762886	1
ENSG00000145431.11_4	-0.625705875783437	0.0045975967032299	0.213457809762886	1
ENSG00000228223.3_5	0.411916659366878	0.00459763945862186	0.213457809762886	1
ENSG00000154511.12_3	-0.554497382838518	0.00467170978471994	0.21461399394536	1
ENSG00000139629.16_3	-0.72847655738916	0.0047405407466858	0.215323904025135	1
ENSG00000178075.20_4	-0.898723680653834	0.00475349985874918	0.215323904025135	1
ENSG00000213923.12_5	0.345688556001626	0.00475436255279029	0.215323904025135	1
ENSG00000234978.1	-0.752179539628343	0.00475309969626271	0.215323904025135	1
ENSG00000132613.15_3	0.505015893867283	0.00478716037474603	0.215673133988132	1
ENSG00000141965.4_2	0.3480463561013	0.00479572779797282	0.215673133988132	1
ENSG00000108001.13_2	0.405580982037531	0.0048261598760919	0.216282836125419	1
ENSG00000104899.7_3	0.759111583596745	0.0048737487071168	0.217487529012172	1
ENSG00000196083.10_6	-0.752880809624748	0.00488697888394362	0.217487529012172	1
ENSG00000196890.4_2	1.1871853777543	0.00498545397428066	0.220632380744013	1
ENSG00000267493.3_4	0.653566796654963	0.00499207228023435	0.220632380744013	1
ENSG00000145331.14_4	-0.445297896263744	0.00506992352985188	0.222220041364285	1
ENSG00000152332.16_3	0.58561648744313	0.00508000874773625	0.222220041364285	1
ENSG00000167196.14_6	0.423376685533436	0.00505660238906146	0.222220041364285	1
ENSG00000112357.13_3	-0.538773918547363	0.00514544434140694	0.224316871169431	1
ENSG00000065320.9_3	-0.556958745906591	0.00518556652682622	0.225175714983125	1
ENSG00000116785.13_2	-1.31163886849471	0.00520936733401871	0.225175714983125	1
ENSG00000166233.15_4	0.372718733060321	0.00521785030428244	0.225175714983125	1
ENSG00000046604.13_3	-0.48342552550775	0.00525171319731215	0.225621830481687	1
ENSG00000198818.10_3	-0.375470286229945	0.00526339450058707	0.225621830481687	1
ENSG00000107551.21_4	-0.908729683577235	0.00531646818718945	0.225633022368236	1
ENSG00000173517.10_3	0.415073950607942	0.00528163393847672	0.225633022368236	1
ENSG00000205726.15_5	-0.380984633842773	0.00529964237316582	0.225633022368236	1
ENSG00000169504.15_4	-0.464885601821899	0.00533735124103288	0.225771718997751	1
ENSG00000165449.11_2	0.950676464609172	0.0053737811982586	0.2258221430101	1
ENSG00000260442.5_5	-0.732409725480565	0.00535699902359888	0.2258221430101	1
ENSG00000089057.15_5	-0.705740179480183	0.0054038767396184	0.226344732587219	1
ENSG00000206557.6_3	-0.517756478052372	0.00544779786275862	0.227232397200929	1
ENSG00000254726.3_3	0.38713603695644	0.0054605272948339	0.227232397200929	1
ENSG00000154319.16_5	-1.14459276783314	0.00553178249450782	0.228823905169758	1
ENSG00000164056.11_3	0.460678321455241	0.00553447847410664	0.228823905169758	1
ENSG00000071564.15_6	0.445074969256283	0.00558255211114599	0.230069358226875	1
ENSG00000176463.14_4	1.4129184120134	0.00562602813320506	0.231117956997722	1
ENSG00000179344.16_4	-0.850539938048699	0.00566766937245881	0.23208472315273	1
ENSG00000015475.18_4	0.431386598100077	0.00576782681448438	0.234902149387073	1
ENSG00000139880.19_2	0.625579108257875	0.00577312764741578	0.234902149387073	1
ENSG00000100335.15_5	0.373394233031777	0.0057924713274881	0.234943370267136	1
ENSG00000273230.1_5	0.949713033852626	0.00589566647338394	0.238374628357609	1
ENSG00000076770.14_4	0.42471677080634	0.00591644641984462	0.238462559003611	1
ENSG00000116711.10_3	-0.663990289210022	0.00596222097772338	0.239554188938811	1
ENSG00000067177.15_4	0.340526288082807	0.00603524085685158	0.241730256444583	1
ENSG00000106012.18_5	0.506670069356992	0.00605450196876085	0.241746267082891	1
ENSG00000183864.5_4	0.393219599045543	0.0061045432413406	0.242235079641679	1
ENSG00000276791.1_5	0.889715653259005	0.00608580240476194	0.242235079641679	1
ENSG00000103257.9_3	0.867184680329235	0.00633203941189837	0.243954699815187	1
ENSG00000110811.20_4	0.539572597258998	0.00627615595272183	0.243954699815187	1
ENSG00000120438.12_4	-0.364438260564555	0.00625685204146437	0.243954699815187	1
ENSG00000137463.5_4	-1.09227116185227	0.0062577401212871	0.243954699815187	1
ENSG00000163431.13_4	-0.852298379204819	0.00625917470781598	0.243954699815187	1
ENSG00000179029.14_5	-0.758028512605879	0.00618936333947224	0.243954699815187	1
ENSG00000181481.14_4	0.588052125170296	0.00634243477590448	0.243954699815187	1
ENSG00000197822.11_3	-0.595113002547525	0.00628725024590613	0.243954699815187	1
ENSG00000198963.11_3	1.30433932850108	0.00635724972601018	0.243954699815187	1
ENSG00000206337.10_3	-0.739759665221832	0.0062427380545056	0.243954699815187	1
